idx,proba,pred_label
0,0.650513598315456,1
1,0.7591481173288954,1
2,0.7796393603395517,1
3,0.7397897362794013,1
4,0.7178039206765644,1
5,0.7796393603395517,1
6,0.5756172940983068,1
7,0.6883773069008703,1
8,0.7591481173288954,1
9,0.5599658236500341,1
10,0.6809698994934628,1
11,0.5981359816653934,1
12,0.6315374239287284,1
13,0.8340854606872913,1
14,0.5769372778351106,1
15,0.5236304406003797,1
16,0.6972946095737483,1
17,0.795787808179909,1
18,0.6598327406660012,1
19,0.794235836627141,1
20,0.6433556618792252,1
21,0.5236304406003797,1
22,0.7796393603395517,1
23,0.6792524719382989,1
24,0.5029755745349603,1
25,0.7371442336338987,1
26,0.6444393288410575,1
27,0.7178039206765644,1
28,0.5511346548188654,1
29,0.6108553689413082,1
30,0.6627999087206249,1
31,0.7796393603395517,1
32,0.7354159998412026,1
33,0.7796393603395517,1
34,0.6627999087206249,1
35,0.6598327406660012,1
36,0.7796393603395517,1
37,0.7796393603395517,1
38,0.5997455291243745,1
39,0.7354159998412026,1
40,0.7496027919364467,1
41,0.679038484959201,1
42,0.6931230696127346,1
43,0.5476031862873968,1
44,0.7178039206765644,1
45,0.5492564094495714,1
46,0.7344705873432311,1
47,0.6598327406660012,1
48,0.6755296527849486,1
49,0.6516900689036912,1
50,0.7796393603395517,1
51,0.7815801645649739,1
52,0.5118657347180268,1
53,0.7333905415713196,1
54,0.7796393603395517,1
55,0.7321146245059289,1
56,0.839136611582432,1
57,0.679038484959201,1
58,0.638748892433103,1
59,0.7333905415713196,1
60,0.624498320192955,1
61,0.7796393603395517,1
62,0.7796393603395517,1
63,0.7796393603395517,1
64,0.75289163997481,1
65,0.6800013764910415,1
66,0.7282107889109802,1
67,0.6883773069008703,1
68,0.8899068322981366,1
69,0.7178039206765644,1
70,0.6096788983530729,1
71,0.8073377403225498,1
72,0.8073377403225498,1
73,0.6931230696127346,1
74,0.7796393603395517,1
75,0.6627999087206249,1
76,0.6096788983530729,1
77,0.7796393603395517,1
78,0.6096788983530729,1
79,0.7796393603395517,1
80,0.5534882191828541,1
81,0.7773011719194447,1
82,0.7796393603395517,1
83,0.5022882236215283,1
84,0.7796393603395517,1
85,0.7796393603395517,1
86,0.7591481173288954,1
87,0.6363033471756643,1
88,0.75289163997481,1
89,0.5511346548188654,1
90,0.5033049406733616,1
91,0.6800070079616223,1
92,0.42665933636921355,1
93,0.7047020169811556,1
94,0.882430885073861,1
95,0.7344705873432311,1
96,0.7496027919364467,1
97,0.7796393603395517,1
98,0.7796393603395517,1
99,0.8656644080557123,1
100,0.6832047645584209,1
101,0.7178039206765644,1
102,0.7178039206765644,1
103,0.5006801093643198,1
104,0.7178039206765644,1
105,0.6427149841817659,1
106,0.5469261245431606,1
107,0.6251935073587306,1
108,0.6695923553104641,1
109,0.75289163997481,1
110,0.8073377403225498,1
111,0.7796393603395517,1
112,0.5504328800378067,1
113,0.8229756208703577,1
114,0.8136121485056907,1
115,0.7889166876909708,1
116,0.8340854606872913,1
117,0.7579427908699506,1
118,0.6444393288410575,1
119,0.7796393603395517,1
120,0.7796393603395517,1
121,0.6627999087206249,1
122,0.6096788983530729,1
123,0.7178039206765644,1
124,0.7047020169811556,1
125,0.6598327406660012,1
126,0.7612183077079727,1
127,0.7815801645649739,1
128,0.5469261245431606,1
129,0.6785776150672801,1
130,0.7496027919364467,1
131,0.6785776150672801,1
132,0.6004328800378066,1
133,0.5469261245431606,1
134,0.6004328800378066,1
135,0.5469261245431606,1
136,0.5469261245431606,1
137,0.6598327406660012,1
138,0.4904420141262246,1
139,0.5469261245431606,1
140,0.5469261245431606,1
141,0.7612183077079727,1
142,0.7354159998412026,1
143,0.7612183077079727,1
144,0.7234650261991158,1
145,0.4863483739974681,1
146,0.7796393603395517,1
147,0.6356081600098887,1
148,0.7796393603395517,1
149,0.6695923553104641,1
150,0.7796393603395517,1
151,0.7796393603395517,1
152,0.7796393603395517,1
153,0.6931230696127346,1
154,0.66052123773486,1
155,0.7722500210243041,1
156,0.6732947877199905,1
157,0.8899068322981366,1
158,0.66052123773486,1
159,0.5683242403170625,1
160,0.7344705873432311,1
161,0.7067590544989925,1
162,0.5534882191828541,1
163,0.5985690585361393,1
164,0.7067590544989925,1
165,0.7178039206765644,1
166,0.5534882191828541,1
167,0.5744983201929551,1
168,0.5806799678935901,1
169,0.7496027919364467,1
170,0.6233218496047199,1
171,0.49760318628739675,1
172,0.7047020169811556,1
173,0.6800409003736831,1
174,0.6598327406660012,1
175,0.6598327406660012,1
176,0.6598327406660012,1
177,0.7796393603395517,1
178,0.7796393603395517,1
179,0.7796393603395517,1
180,0.7096584240836268,1
181,0.7213686836478224,1
182,0.7496027919364467,1
183,0.6140758312894535,1
184,0.5336212858349081,1
185,0.764235836627141,1
186,0.6800013764910415,1
187,0.6931230696127346,1
188,0.6854479578392623,1
189,0.7796393603395517,1
190,0.5022882236215283,1
191,0.5469261245431606,1
192,0.5469261245431606,1
193,0.6598327406660012,1
194,0.6598327406660012,1
195,0.7496027919364467,1
196,0.7344705873432311,1
197,0.75289163997481,1
198,0.7496027919364467,1
199,0.7796393603395517,1
200,0.744551641041306,1
201,0.3980252511561809,1
202,0.5229755745349604,1
203,0.6883773069008703,1
204,0.6096788983530729,1
205,0.6096788983530729,1
206,0.6970269052076833,1
207,0.6931230696127346,1
208,0.6096788983530729,1
209,0.5352294000921165,1
210,0.6883773069008703,1
211,0.8899068322981366,1
212,0.2574143978276745,0
213,0.7715470494417863,1
214,0.6598327406660012,1
215,0.5997455291243745,1
216,0.6598327406660012,1
217,0.7496027919364467,1
218,0.7796393603395517,1
219,0.7796393603395517,1
220,0.6598327406660012,1
221,0.5997455291243745,1
222,0.6585239134945912,1
223,0.48293065526443524,1
224,0.6056911870957741,1
225,0.5435289929930154,1
226,0.6003571653147205,1
227,0.7915999139224504,1
228,0.672095258176155,1
229,0.8131591119333951,1
230,0.6356081600098887,1
231,0.5893230402208729,1
232,0.5435289929930154,1
233,0.6627999087206249,1
234,0.6363033471756643,1
235,0.71799489181895,1
236,0.5283511751179163,1
237,0.7684782608695653,1
238,0.5893230402208729,1
239,0.5283511751179163,1
240,0.4702241307080016,1
241,0.42213784768167867,1
242,0.6627999087206249,1
243,0.5022882236215283,1
244,0.5022882236215283,1
245,0.75289163997481,1
246,0.8340854606872913,1
247,0.8340854606872913,1
248,0.7591481173288954,1
249,0.5534882191828541,1
250,0.5236304406003797,1
251,0.6755296527849486,1
252,0.5893230402208729,1
253,0.6096788983530729,1
254,0.6096788983530729,1
255,0.7170658314910341,1
256,0.7344705873432311,1
257,0.7496027919364467,1
258,0.6785096579833423,1
259,0.26034012926053274,0
260,0.5893230402208729,1
261,0.7796393603395517,1
262,0.6627999087206249,1
263,0.6883773069008703,1
264,0.6634950958864003,1
265,0.6855638348113553,1
266,0.6204914906653662,1
267,0.6617325619237644,1
268,0.7796393603395517,1
269,0.6537781507827267,1
270,0.6342980120265451,1
271,0.5236304406003797,1
272,0.8707155589508531,1
273,0.6807021951273977,1
274,0.6238755231230437,1
275,0.7796393603395517,1
276,0.7796393603395517,1
277,0.6154908789293643,1
278,0.5047402597402597,1
279,0.4618907973746683,1
280,0.5022882236215283,1
281,0.6674677752503464,1
282,0.8073377403225498,1
283,0.6735030923331602,1
284,0.6004328800378066,1
285,0.5236304406003797,1
286,0.6627999087206249,1
287,0.7496027919364467,1
288,0.7796393603395517,1
289,0.6096788983530729,1
290,0.7722500210243041,1
291,0.5893230402208729,1
292,0.710396513269157,1
293,0.5063818637502847,1
294,0.8073377403225498,1
295,0.624498320192955,1
296,0.7178039206765644,1
297,0.6598327406660012,1
298,0.4861639803320618,1
299,0.665486159587119,1
300,0.8073377403225498,1
301,0.7796393603395517,1
302,0.5733831905968129,1
303,0.6702073161280322,1
304,0.5504328800378067,1
305,0.6627999087206249,1
306,0.75289163997481,1
307,0.5615505561070837,1
308,0.715094727259868,1
309,0.7178039206765644,1
310,0.4490211231892046,1
311,0.6416997879633717,1
312,0.8073377403225498,1
313,0.5850398724082935,1
314,0.6627999087206249,1
315,0.6461030390092544,1
316,0.7178039206765644,1
317,0.4533820254448438,1
318,0.5985690585361393,1
319,0.2574143978276745,0
320,0.7344705873432311,1
321,0.6461030390092544,1
322,0.6765590689503733,1
323,0.8707155589508531,1
324,0.6693569560447555,1
325,0.6693569560447555,1
326,0.6238755231230437,1
327,0.5763818637502848,1
328,0.7344705873432311,1
329,0.7282107889109802,1
330,0.6855638348113553,1
331,0.7282107889109802,1
332,0.6154323390461182,1
333,0.5985690585361393,1
334,0.6616234381323896,1
335,0.39141460689847785,0
336,0.6728481160630749,1
337,0.7178039206765644,1
338,0.7178039206765644,1
339,0.803843069954263,1
340,0.2574143978276745,0
341,0.8656644080557123,1
342,0.5022882236215283,1
343,0.6832047645584209,1
344,0.8073377403225498,1
345,0.8340854606872913,1
346,0.6461030390092544,1
347,0.5806799678935901,1
348,0.8340854606872913,1
349,0.7962279005056161,1
350,0.75289163997481,1
351,0.7796393603395517,1
352,0.4793495042176132,1
353,0.7178039206765644,1
354,0.5763818637502848,1
355,0.7796393603395517,1
356,0.638748892433103,1
357,0.7047020169811556,1
358,0.7796393603395517,1
359,0.5022882236215283,1
360,0.6307021951273978,1
361,0.5236304406003797,1
362,0.6154908789293643,1
363,0.5061639803320619,1
364,0.8340854606872913,1
365,0.48878881164110366,1
366,0.6854479578392623,1
367,0.710396513269157,1
368,0.5340529295038812,1
369,0.5674917035672185,1
370,0.6444393288410575,1
371,0.5006466196115033,1
372,0.5737539595050385,1
373,0.7178039206765644,1
374,0.5233831905968128,1
375,0.667467315860719,1
376,0.5985690585361393,1
377,0.5006801093643198,1
378,0.5806799678935901,1
379,0.5006801093643198,1
380,0.5427429277004829,1
381,0.4432353147947006,1
382,0.6520052601860382,1
383,0.539323040220873,1
384,0.6627999087206249,1
385,0.7895342222915017,1
386,0.6701028608630122,1
387,0.6444393288410575,1
388,0.6333294890241239,1
389,0.6809698994934628,1
390,0.5939784589491366,1
391,0.6444393288410575,1
392,0.5806799678935901,1
393,0.5022882236215283,1
394,0.5222882236215283,1
395,0.7796393603395517,1
396,0.5931576266870384,1
397,0.7815801645649739,1
398,0.6016900689036911,1
399,0.6800070079616223,1
400,0.6671009490940466,1
401,0.7097531678762963,1
402,0.6797336721249765,1
403,0.6883773069008703,1
404,0.6333294890241239,1
405,0.6832047645584209,1
406,0.6809698994934628,1
407,0.7095183567882112,1
408,0.6333294890241239,1
409,0.8046614433194362,1
410,0.5022882236215283,1
411,0.3823032849503437,0
412,0.30495165808258784,0
413,0.6617325619237644,1
414,0.3646919178228476,0
415,0.6598327406660012,1
416,0.5504328800378067,1
417,0.6349853629399773,1
418,0.5763818637502848,1
419,0.4490211231892046,1
420,0.5985690585361393,1
421,0.6970269052076833,1
422,0.4588138742977453,1
423,0.42474794023181117,1
424,0.5997455291243745,1
425,0.5263818637502847,1
426,0.5022882236215283,1
427,0.6426683109657931,1
428,0.22408106449434118,0
429,0.6755296527849486,1
430,0.5022882236215283,1
431,0.6096788983530729,1
432,0.4793495042176132,1
433,0.638748892433103,1
434,0.5511346548188654,1
435,0.5817899491812535,1
436,0.624498320192955,1
437,0.4460639501980759,1
438,0.6388535815517361,1
439,0.6765590689503733,1
440,0.6528096277803055,1
441,0.5733218496047199,1
442,0.6461030390092544,1
443,0.6537781507827267,1
444,0.36093737016337635,0
445,0.7067590544989925,1
446,0.6004328800378066,1
447,0.6433556618792252,1
448,0.6854479578392623,1
449,0.8315801645649741,1
450,0.5240349644354605,1
451,0.4029137359527851,1
452,0.35165933636921354,0
453,0.4029137359527851,1
454,0.5763818637502848,1
455,0.6990189690861583,1
456,0.7178039206765644,1
457,0.6800070079616223,1
458,0.8073377403225498,1
459,0.5379060554612337,1
460,0.4848291323843107,1
461,0.47640692640692645,1
462,0.8340854606872913,1
463,0.5263818637502847,1
464,0.5352294000921165,1
465,0.7178039206765644,1
466,0.7178039206765644,1
467,0.6972946095737483,1
468,0.8656644080557123,1
469,0.4029137359527851,1
470,0.6755296527849486,1
471,0.6800070079616223,1
472,0.39875785188878166,1
473,0.4648811544991511,1
474,0.8073377403225498,1
475,0.6855638348113553,1
476,0.6356081600098887,1
477,0.5733218496047199,1
478,0.39875785188878166,1
479,0.6755296527849486,1
480,0.7796393603395517,1
481,0.60044071629015,1
482,0.7178039206765644,1
483,0.6800070079616223,1
484,0.624498320192955,1
485,0.7796393603395517,1
486,0.36958040261945185,0
487,0.5887931750392726,1
488,0.7234650261991158,1
489,0.5881465696326377,1
490,0.5022882236215283,1
491,0.6537781507827267,1
492,0.5352294000921165,1
493,0.6439809096889594,1
494,0.6096788983530729,1
495,0.5763818637502848,1
496,0.47364456626834867,1
497,0.6711702076598727,1
498,0.49307359307359305,1
499,0.6096788983530729,1
500,0.6096788983530729,1
501,0.7321146245059289,1
502,0.6340168399375561,1
503,0.7371442336338987,1
504,0.624498320192955,1
505,0.30286256438059095,0
506,0.4618907973746683,1
507,0.5118657347180268,1
508,0.5985690585361393,1
509,0.5504328800378067,1
510,0.6096788983530729,1
511,0.7067590544989925,1
512,0.45654782116581777,1
513,0.6598327406660012,1
514,0.6598327406660012,1
515,0.5022882236215283,1
516,0.5022882236215283,1
517,0.59791419247072,1
518,0.5006801093643198,1
519,0.5710920309776306,1
520,0.5236304406003797,1
521,0.6498587322500367,1
522,0.5997455291243745,1
523,0.6447544262081465,1
524,0.5985690585361393,1
525,0.6674677752503464,1
526,0.5022882236215283,1
527,0.5022882236215283,1
528,0.5061639803320619,1
529,0.679038484959201,1
530,0.7178039206765644,1
531,0.7321146245059289,1
532,0.5763818637502848,1
533,0.7178039206765644,1
534,0.5817899491812535,1
535,0.2650249655026274,0
536,0.6096788983530729,1
537,0.6356081600098887,1
538,0.6800070079616223,1
539,0.6716310775517936,1
540,0.7796393603395517,1
541,0.650513598315456,1
542,0.7796393603395517,1
543,0.5022882236215283,1
544,0.6854479578392623,1
545,0.38499266970254686,0
546,0.7067590544989925,1
547,0.5744983201929551,1
548,0.7591481173288954,1
549,0.702555494548592,1
550,0.7047020169811556,1
551,0.7962279005056161,1
552,0.6356081600098887,1
553,0.5608553689413082,1
