pontevedra,100.0,0.0
posadas,0.0,100.0
presidencia roque senz pea,0.0,100.0
presidente derqui,100.0,0.0
puerto esperanza,0.0,100.0
puerto iguaz,0.0,100.0
puerto madryn,0.0,100.0
puerto vilelas,0.0,100.0
quilmes,36.36,63.64
rafael castillo,0.0,100.0
ramn castillo,100.0,0.0
ramos meja,0.0,100.0
rauch,50.0,50.0
rawson,0.0,100.0
remedios de escalada,33.33,66.67
resistencia,25.0,75.0
ricardo rojas,0.0,100.0
rio gallegos,0.0,100.0
rio grande,0.0,100.0
rivadavia,0.0,100.0
ro cuarto,0.0,100.0
ro gallegos,33.33,66.67
ro grande,100.0,0.0
ro primero,100.0,0.0
ro tercero,0.0,100.0
rodeo,0.0,100.0
rodeo de la cruz,100.0,0.0
rosario,50.63,49.37
rosario de lerma,0.0,100.0
saladillo,100.0,0.0
salta,31.82,68.18
san antonio,100.0,0.0
san bernardo del tuy,100.0,0.0
san carlos,0.0,100.0
san carlos de bariloche,33.33,66.67
san clemente del tuyu,100.0,0.0
san fernando,50.0,50.0
san fernando del valle de catamarca,50.0,50.0
san francisco,100.0,0.0
san francisco solano,25.0,75.0
san isidro,20.0,80.0
san jos,0.0,100.0
san juan,0.0,100.0
san justo,50.0,50.0
san lorenzo,0.0,100.0
san luis,27.27,72.73
san marcos sierras,50.0,50.0
san martn,33.33,66.67
san miguel,28.57,71.43
san miguel de tucumn,16.0,84.0
san miguel del monte,14.29,85.71
san nicolas,0.0,100.0
san nicols,0.0,100.0
san nicols de los arroyos,50.0,50.0
san pedro,100.0,0.0
san rafael,0.0,100.0
san ramon de la nueva oran,0.0,100.0
san roque,0.0,100.0
san salvador de jujuy,27.78,72.22
san vicente,0.0,100.0
santa ana,0.0,100.0
santa fe,36.36,63.64
santa fe de la vera cruz,0.0,100.0
santa luca,100.0,0.0
santa rosa,0.0,100.0
santiago del estero,33.33,66.67
santo tom,33.33,66.67
sebastian elcano,0.0,100.0
sierra de los padres,0.0,100.0
sm tuc,100.0,0.0
sourigues,100.0,0.0
tacuil,0.0,100.0
taf viejo,0.0,100.0
tandil,0.0,100.0
tapiales,100.0,0.0
tartagal,100.0,0.0
temperley,0.0,100.0
termas de rio hondo,0.0,100.0
termas de ro hondo,25.0,75.0
tigre,50.0,50.0
trelew,0.0,100.0
tres arroyos,0.0,100.0
tres de febrero,100.0,0.0
trujui,0.0,100.0
tucumn,100.0,0.0
tunuyn,0.0,100.0
ushuaia,0.0,100.0
v. luro,100.0,0.0
vedia,100.0,0.0
veinticinco de mayo,0.0,100.0
venado tuerto,0.0,100.0
vera,100.0,0.0
vicente lpez,66.67,33.33
victoria,0.0,100.0
villa atamisqui,0.0,100.0
villa ballester,100.0,0.0
villa carlos paz,0.0,100.0
villa centenario,100.0,0.0
villa de leales,100.0,0.0
villa de merlo,66.67,33.33
villa dominico,100.0,0.0
villa el chocn,100.0,0.0
villa elvira,0.0,100.0
villa fiorito,85.71,14.29
villa gobernador galvez,0.0,100.0
villa la angostura,0.0,100.0
villa la florida,100.0,0.0
villa luro,0.0,100.0
villa lynch,0.0,100.0
villa madero,33.33,66.67
villa martelli,0.0,100.0
villa mercedes,20.0,80.0
villa pueyrredon,0.0,100.0
villa ro hondo,0.0,100.0
villa tesei,100.0,0.0
villaguay,50.0,50.0
virrey del pino,0.0,100.0
virreyes,0.0,100.0
vista alegre norte,100.0,0.0
wilde,66.67,33.33
william c. morris,100.0,0.0
zapala,100.0,0.0
zarate,0.0,100.0
zrate,0.0,100.0
