consultante_nacionalidad,0,1
,79.1,72.72
afganistan,0.03,0.0
argenina,0.03,0.0
argentina,17.63,25.68
bolivia,0.14,0.4
brasil,0.19,0.0
chile,0.03,0.0
colombia,0.03,0.02
cuba,0.0,0.02
egipto,0.03,0.0
paraguay,0.08,0.12
peru,0.06,0.05
rusia,0.0,0.02
senegal,0.0,0.02
sin descripcion,0.11,0.38
uruguay,2.36,0.47
venezolana,0.0,0.02
venezuela,0.19,0.07
