consultante_nacionalidad,0,1
,2853,3084
afganistan,1,0
argenina,1,0
argentina,636,1089
bolivia,5,17
brasil,7,0
chile,1,0
colombia,1,1
cuba,0,1
egipto,1,0
paraguay,3,5
peru,2,2
rusia,0,1
senegal,0,1
sin descripcion,4,16
uruguay,85,20
venezolana,0,1
venezuela,7,3
