threshold,precision,recall,f1
0.01725544668222731,0.5423063800750597,1.0,0.7032407919473374
0.01765310237853791,0.5426766814612496,1.0,0.70355206373751
0.01944142631653544,0.5427693358374595,1.0,0.7036299247450065
0.021909397168823366,0.5428620218579235,1.0,0.7037078029879225
0.022156320286436274,0.5427839453458583,0.9996854356715948,0.7035643125964001
0.022574986752460034,0.5428766655278442,0.9996854356715948,0.7036422008187623
0.022737184194888224,0.54296941739279,0.9996854356715948,0.7037201062882948
0.023762745063539367,0.5428913192071086,0.9993708713431897,0.7035765695931657
0.024939293110765755,0.5428131943257563,0.9990563070147845,0.7034330011069635
0.027018321643827264,0.5429988032142247,0.9990563070147845,0.7035888347359195
0.027126599601468522,0.54318453907987,0.9990563070147845,0.7037447374247597
0.02767974154189037,0.5431063975367773,0.9987417426863794,0.7036011080327846
0.030477320954399006,0.5431993156544055,0.9987417426863794,0.703679078013728
0.03092096736060973,0.5429647381033893,0.9977980497011639,0.7032479769422328
0.03132388124352763,0.5430576956000684,0.9977980497011639,0.703325942349876
0.031664469256463275,0.5431506849315069,0.9977980497011639,0.7034039250466663
0.032372985021264955,0.5432437061140606,0.9977980497011639,0.7034819250383547
0.032795433259968906,0.5433367591640973,0.9977980497011639,0.7035599423306957
0.03307216492830404,0.5436161096829477,0.9977980497011639,0.7037940980692127
0.03393751650647636,0.5435378813849846,0.9974834853727588,0.7036502829242077
0.03656758966609455,0.5432246998284734,0.996225228059138,0.7030747030742464
0.03828916164759802,0.5431463372791216,0.9959106637307329,0.7029307282411064
0.03841161521743679,0.5432395332875772,0.9959106637307329,0.7030087709554663
0.039558169150226495,0.5433327612836795,0.9959106637307329,0.7030868310010977
0.041952219600100725,0.5434260212838997,0.9959106637307329,0.7031649083837741
0.0423267817377352,0.5436126373626373,0.9959106637307329,0.7033211151833706
0.042455073475467904,0.5435342606903658,0.9955960994023277,0.7031770717613738
0.04261367980502128,0.5436276193747853,0.9955960994023277,0.7032551938668912
0.044293659143777746,0.5440013750429701,0.9955960994023277,0.703567855951527
0.045880841012627384,0.5440948942753997,0.9955960994023277,0.7036460649172841
0.04655355604718612,0.5440165061898212,0.9952815350739226,0.7035019455248347
0.04661190564490012,0.5439380911435941,0.9949669707455174,0.7033577940844884
0.04689209839362702,0.544031647746818,0.9949669707455174,0.703436005781818
0.04771947744467998,0.5439532083261654,0.9946524064171123,0.7032918149461621
0.04903280452387217,0.5440467997247075,0.9946524064171123,0.7033700367029129
0.04965145956589163,0.5441404233350542,0.9946524064171123,0.7034482758616117
0.049790300786743576,0.5442340791738383,0.9946524064171123,0.7035265324280665
0.05041768637819045,0.5442493112947658,0.9943378420887071,0.7034605541332916
0.05328664935502294,0.5441708283106595,0.994023277760302,0.7033162697524916
0.05349445587924347,0.5442645539097485,0.994023277760302,0.7033945464658754
0.05351321019691337,0.5441860465116279,0.9937087134318968,0.7032502226175303
0.053532582811699814,0.5441075120606478,0.9933941491034917,0.7031058666365236
0.054113737252447,0.5442012752024815,0.9933941491034917,0.7031841460694603
0.054516089158816464,0.5441227163047225,0.9930795847750865,0.7030397505841102
0.05457319345760205,0.54421651439407,0.9930795847750865,0.7031180400886295
0.05517595766722067,0.5441379310344827,0.9927650204466814,0.7029736050780591
0.05591931698561028,0.5442317640972582,0.9927650204466814,0.7030519046553679
0.056042070459359605,0.5441531562607795,0.9924504561182762,0.7029074300986847
0.05614628403689595,0.5442470243229256,0.9924504561182762,0.7029857397499881
0.05664350160894751,0.5443409247757074,0.9924504561182762,0.7030640668519103
0.05683960099725982,0.544434857635893,0.9924504561182762,0.7031424114102848
0.05690911001643212,0.5447168508287292,0.9924504561182762,0.7033775498824986
0.057125345567655104,0.5446382317389052,0.992135891789871,0.7032329988847152
0.05749528199135353,0.5445595854922279,0.9918213274614659,0.7030884156534614
0.05852332995752038,0.5446536534807394,0.9918213274614659,0.7031668153429856
0.05870897997847255,0.544574982722875,0.9915067631330607,0.7030221924830932
0.05892646144096342,0.5444962847762226,0.9911921988046556,0.702877537362915
0.059403096536739045,0.5445903905979952,0.9911921988046556,0.702955939765298
0.05987347979813573,0.5446845289541918,0.9911921988046556,0.7030343596604078
0.060113139743766725,0.5447786998616874,0.9911921988046556,0.7031127970540998
0.060889899276847424,0.5448729033373682,0.9911921988046556,0.7031912519522314
0.06169936287736631,0.5451557093425605,0.9911921988046556,0.7034267217318781
0.06193750464739448,0.5450770029416854,0.9908776344762504,0.7032819825849406
0.062177809373418595,0.5451713395638629,0.9908776344762504,0.7033605001670088
0.06241022335515922,0.5452657088454215,0.9908776344762504,0.7034390352831507
0.06284110811994777,0.5451869806094183,0.9905630701478453,0.7032942490224343
0.06286740310907508,0.5450294423276758,0.9899339414910349,0.7030045794701105
0.06309373887994624,0.5448717948717948,0.9893048128342246,0.7027147804709977
0.06312130539307464,0.5449662103621556,0.9893048128342246,0.7027932960889274
0.06387004448730751,0.5448873483535529,0.9889902485058194,0.7026483405962566
0.06400177221820051,0.5449817992719709,0.9889902485058194,0.7027268663383884
0.06443913977352965,0.5449029126213593,0.9886756841774142,0.7025818710177603
0.06451179495562587,0.5450130095403296,0.9883611198490091,0.7025939177097386
0.0646048287862397,0.5449340735600278,0.9880465555206039,0.7024488426697866
0.06474105236360878,0.5450286309213951,0.9880465555206039,0.7025273987917583
0.06505308992441138,0.5449496702533843,0.9877319911921988,0.7023822838604075
0.0653964420216773,0.5450442631487589,0.9877319911921988,0.7024608501113984
0.06567339505275008,0.5451388888888888,0.9877319911921988,0.7025394339406984
