mes,0,1
1,47.58,52.42
2,44.74,55.26
3,37.05,62.95
4,44.14,55.86
5,47.91,52.09
6,51.7,48.3
7,48.36,51.64
8,48.15,51.85
9,52.23,47.77
10,44.68,55.32
11,42.31,57.69
12,47.95,52.05
