consultante_nacionalidad,0,1
,48.05,51.95
afganistan,100.0,0.0
argenina,100.0,0.0
argentina,36.87,63.13
bolivia,22.73,77.27
brasil,100.0,0.0
chile,100.0,0.0
colombia,50.0,50.0
cuba,0.0,100.0
egipto,100.0,0.0
paraguay,37.5,62.5
peru,50.0,50.0
rusia,0.0,100.0
senegal,0.0,100.0
sin descripcion,20.0,80.0
uruguay,80.95,19.05
venezolana,0.0,100.0
venezuela,70.0,30.0
